,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
105967,NYC BLDG FLUSHING MEADOW PARK,FLUSHING,1813984.0,10887943,112278998,4143953,36081.0,NYC BLDG FLUSHING MEADOW PARK FLUSHING NY 11368-0000,QUEENS MUSEUM OF ART NEW YORK CITY BUILDING,A51,190770.0,11094270.0,NY,NYC BLDG FLUSHING MEADOW PARK,11368-0000,11368.0,A51
106048,20 LINCOLN CENTER,NEW YORK,31779393.0,21368115,132947386,66244814,36061.0,20 LINCOLN CENTER NEW YORK NY 10023-6913,NEW YORK CITY BALLET INC,A63,32717113.0,66520828.0,NY,20 LINCOLN CENTER,10023-6913,10023.0,A63
106249,160 WEST 95TH STREET 7A NO 7A,NEW YORK,0.0,240025,820584665,262537,36061.0,160 WEST 95TH STREET 7A NO NEW YORK NY 10025-0000,PLAY FOR YOUR CAUSE,A65,0.0,240025.0,NY,160 WEST 95TH STREET 7A NO,10025-0000,10025.0,A65
106278,315 WEST 36TH ST,NEW YORK,316093.0,381058,222814886,892788,36061.0,315 WEST 36TH ST NEW YORK NY 10018-6404,DIEU DONNE PAPER MILL INC,A40,273847.0,655558.0,NY,315 WEST 36TH ST,10018-6404,10018.0,A40
106397,134 W 26TH ST RM 780,NEW YORK,1415623.0,11315013,208220333,3309510,36061.0,134 W 26TH ST NEW YORK NY 10001-6803,INSTITUTE OF PLAY INC,A65,101211.0,11426699.0,NY,134 W 26TH ST,10001-6803,10001.0,A65
106649,225 W 99TH ST,NEW YORK,255932.0,337674,133168350,493058,36061.0,225 W 99TH ST NEW YORK NY 10025-5014,RIVERSIDE SYMPHONY INC,A69,44914.0,425021.0,NY,225 W 99TH ST,10025-5014,10025.0,A69
106760,C/O Y ATALLAH 77 83RD STREET,BROOKLYN,0.0,0,273130182,840,36047.0,C/O Y ATALLAH 77 83RD STREET BROOKLYN NY 11209-0000,AMERICAN SYRIAN MULTICULTURAL ASSOCIATION INC,A23,0.0,0.0,NY,C/O Y ATALLAH 77 83RD STREET,11209-0000,11209.0,A23
106833,520 8TH AVENUE,NEW YORK,86715.0,131769,134046782,461875,36061.0,520 8TH AVENUE NEW YORK NY 10018-6507,CLASSICAL THEATRE OF HARLEM INC,A65,137878.0,269647.0,NY,520 8TH AVENUE,10018-6507,10018.0,A65
106839,1220 5TH AVE,NEW YORK,5413090.0,9097458,131624098,13421294,36061.0,1220 5TH AVE NEW YORK NY 10029-5221,MUSEUM OF THE CITY OF NEW YORK,A54,1687835.0,11534546.0,NY,1220 5TH AVE,10029-5221,10029.0,A54
107046,675 3RD AVENUE,NEW YORK,192810.0,858040,237051690,527208,36061.0,675 3RD AVENUE NEW YORK NY 10017-5704,SONGWRITERS HALL OF FAME INC,A50,222.0,322148.0,NY,675 3RD AVENUE,10017-5704,10017.0,A50
107122,1160 5TH AVE APT 201,NEW YORK,82934.0,42602,134009314,287771,36061.0,1160 5TH AVE NEW YORK NY 10029-6933,EUROPEAN AMERICAN MUSICAL ALLIANCE INC,A68,229542.0,286520.0,NY,1160 5TH AVE,10029-6933,10029.0,A68
107505,340 RIVERSIDE DR APT 1A,NEW YORK,16864.0,128180,260142449,244520,36061.0,340 RIVERSIDE DR NEW YORK NY 10025-3431,GOTHAM EARLY MUSIC SCENE,A68,149942.0,302609.0,NY,340 RIVERSIDE DR,10025-3431,10025.0,A68
107770,1 E 70TH ST,NEW YORK,10978592.0,8021296,131624012,27395694,36061.0,1 E 70TH ST NEW YORK NY 10021-4981,FRICK COLLECTION,A51,4468316.0,24796630.0,NY,1 E 70TH ST,10021-4981,10021.0,A51
107784,263 W 86TH ST,NEW YORK,116509.0,122945,510186032,265342,36061.0,263 W 86TH ST NEW YORK NY 10024-3103,WESTERN WIND VOCAL ENSEMBLE INC,A6C,155530.0,288692.0,NY,263 W 86TH ST,10024-3103,10024.0,A6C
107798,311 W 43RD ST 8TH FLOOR,NEW YORK,8760802.0,7273705,237086643,22717760,36061.0,311 W 43RD ST NEW YORK NY 10036-6413,MANHATTAN THEATRE CLUB INC,A65,14813599.0,22458745.0,NY,311 W 43RD ST,10036-6413,10036.0,A65
107857,235 BOWERY,NEW YORK,4571219.0,7584716,132986881,12811406,36061.0,235 BOWERY NEW YORK NY 10002-1218,NEW MUSEUM OF CONTEMPORARY ART,A51,3042961.0,10663333.0,NY,235 BOWERY,10002-1218,10002.0,A51
107985,11 W 53RD ST,NEW YORK,59124195.0,99837516,131624100,220006473,36061.0,11 W 53RD ST NEW YORK NY 10019-5401,MUSEUM OF MODERN ART,A51,34934150.0,237817359.0,NY,11 W 53RD ST,10019-5401,10019.0,A51
108588,70 LINCOLN CENTER PLAZA,NEW YORK,47711078.0,67862543,131847137,154282450,36061.0,70 LINCOLN CENTER PLAZA NEW YORK NY 10023-6548,LINCOLN CENTER FOR THE PERFORMING ARTS INC,A61,73217630.0,150153231.0,NY,70 LINCOLN CENTER PLAZA,10023-6548,10023.0,A61
109120,103 E 125TH ST RM 602,NEW YORK,221759.0,810938,133054001,673156,36061.0,103 E 125TH ST NEW YORK NY 10035-1636,VISUAL ARTS RESEARCH & RESOURCE CTR RELATING TO THE CARIBBEAN INC,A23,22815.0,2955440.0,NY,103 E 125TH ST,10035-1636,10035.0,A23
109456,410 W 42ND ST,NEW YORK,170000.0,1019478,43754026,1821049,36061.0,410 W 42ND ST NEW YORK NY 10036-6809,GOTHAM CHAMBER OPERA INC,A6A,544400.0,1564778.0,NY,410 W 42ND ST,10036-6809,10036.0,A6A
109660,466 W 152ND ST,NEW YORK,1938405.0,2533964,132642091,4409407,36061.0,466 W 152ND ST NEW YORK NY 10031-1814,DANCE THEATRE OF HARLEM INC,A63,1347273.0,3764183.0,NY,466 W 152ND ST,10031-1814,10031.0,A63
109723,CENTRAL PARK WEST AT 79TH ST,NEW YORK,71127783.0,127793960,136162659,188087953,36061.0,CENTRAL PARK WEST AT 79TH ST NEW YORK NY 10024-0000,AMERICAN MUSEUM OF NATURAL HISTORY,A56,29661149.0,175626383.0,NY,CENTRAL PARK WEST AT 79TH ST,10024-0000,10024.0,A56
109762,135 ST AND CONVENT AVE,NEW YORK,1321825.0,1869809,133166308,3048775,36061.0,135 ST AND CONVENT AVE NEW YORK NY 10031-0000,AARON DAVIS HALL INC,A61,375700.0,2308242.0,NY,135 ST AND CONVENT AVE,10031-0000,10031.0,A61
109807,100 W 23RD ST FL 5,NEW YORK,237562.0,1339791,201286572,2482683,36061.0,100 W 23RD ST NEW YORK NY 10011-0028,PERFORMA INC,A51,1009566.0,2411459.0,NY,100 W 23RD ST,10011-0028,10011.0,A51
110034,56 BEAVER ST APT 205,NEW YORK,105220.0,247704,20720786,305178,36061.0,56 BEAVER ST NEW YORK NY 10004-2403,CREATIVE MINDS NYC INC,A65,23538.0,272033.0,NY,56 BEAVER ST,10004-2403,10004.0,A65
110384,CENTRAL PARK WEST AT 79TH STREET,NEW YORK,0.0,97272,131628143,1971783,36061.0,CENTRAL PARK WEST AT 79TH STREET NEW YORK NY 10024-0000,AMERICAN MUSEUM OF NATURAL HISTORY PLANETARIUM AUTHORITY,A56,0.0,97272.0,NY,CENTRAL PARK WEST AT 79TH STREET,10024-0000,10024.0,A56
110827,250 WEST 40TH STREET SUITE 5TH FLR,NEW YORK,23100.0,86126,133344728,219314,36061.0,250 WEST 40TH STREET SUITE NEW YORK NY 10018-1511,MANHATTAN GRAPHICS CENTER INC,A40,109526.0,214800.0,NY,250 WEST 40TH STREET SUITE,10018-1511,10018.0,A40
110851,945 MADISON AVE,NEW YORK,14050000.0,45961000,131789318,38694000,36061.0,945 MADISON AVE NEW YORK NY 10021-2764,WHITNEY MUSEUM OF AMERICAN ART,A51,3024000.0,54786000.0,NY,945 MADISON AVE,10021-2764,10021.0,A51
110854,61 E 4TH ST,NEW YORK,199455.0,209741,43767933,400071,36061.0,61 E 4TH ST NEW YORK NY 10003-8963,FOURTH ARTS BLOCK INC,A20,143881.0,370159.0,NY,61 E 4TH ST,10003-8963,10003.0,A20
110858,PO BOX 286189,NEW YORK,65153.0,91012,133468164,296458,36061.0,,DANCES PATRELLE INC,A62,180608.0,282222.0,NY,,10128-0000,10128.0,A62
110930,207 W 133RD ST,NEW YORK,1911527.0,966326,202629354,2909746,36061.0,207 W 133RD ST NEW YORK NY 10030-3201,DEMOCRACY PREP PUBLIC SCHOOLS,A12,2022601.0,2988927.0,NY,207 W 133RD ST,10030-3201,10030.0,A12
111359,520 8 AVENUE N TOWER 9,NEW YORK,868150.0,1653776,133938080,2565249,36061.0,520 8 AVENUE N TOWER NEW YORK NY 10018-6672,CENTER FOR ARTS EDUCATION INC,A25,315528.0,2177632.0,NY,520 8 AVENUE N TOWER,10018-6672,10018.0,A25
111480,118-122 BAXTER ST STE 705,NEW YORK,215022.0,403335,133974836,482550,36061.0,118-122 BAXTER ST NEW YORK NY 10013-0000,SHAKESPEARE SOCIETY INC,A40,35032.0,438367.0,NY,118-122 BAXTER ST,10013-0000,10013.0,A40
111536,748 UNION ST,BROOKLYN,0.0,43649,112507185,319640,36047.0,748 UNION ST BROOKLYN NY 11215-1209,SPOKE THE HUB DANCING INC,A62,265974.0,309712.0,NY,748 UNION ST,11215-1209,11215.0,A62
111633,14107 20TH AVE STE 406,WHITESTONE,33187.0,425948,133716785,379602,36081.0,14107 20TH AVE WHITESTONE NY 11357-3097,HONG KONG DRAGON BOAT FESTIVAL IN NEW YORK INC,A23,0.0,426004.0,NY,14107 20TH AVE,11357-3097,11357.0,A23
111686,4601 21ST ST,LONG IS CITY,2683991.0,7205175,237379091,5905902,36081.0,4601 21ST ST LONG IS CITY NY 11101-5324,PS1 CONTEMPORARY ART CENTER INC,A51,1122817.0,8390954.0,NY,4601 21ST ST,11101-5324,11101.0,A51
111821,620 8TH AVE FL 36,NEW YORK,0.0,67225,223599261,49021,36061.0,620 8TH AVE NEW YORK NY 10018-1593,THE INTERNATIONAL FRIENDS OF THE MONTREAL MUSEUM OF FINE ARTS INC,A51,0.0,67230.0,NY,620 8TH AVE,10018-1593,10018.0,A51
111894,120 BROADWAY SUITE 3650,NEW YORK,0.0,284949,861171749,308164,36061.0,120 BROADWAY NEW YORK NY 10271-0002,NEW YORK CHINESE OPERA SOCIETY INC,A6A,0.0,285075.0,NY,120 BROADWAY,10271-0002,10271.0,A6A
111911,29 BROADWAY NO 700,NEW YORK,0.0,151650,133863135,185294,36061.0,29 BROADWAY NO NEW YORK NY 10006-3201,CYCLADIC ART FOUNDATION,A12,0.0,157732.0,NY,29 BROADWAY NO,10006-3201,10006.0,A12
112009,571 WALTON AVE # 575,BRONX,348796.0,1239832,133266893,960936,36005.0,571 WALTON AVE # BRONX NY 10451-5237,PREGONES TOURING PUERTO RICAN THEATRE COLLECTION INC,A65,60427.0,1325622.0,NY,571 WALTON AVE #,10451-5237,10451.0,A65
112065,12 E 14TH ST APT 5E,NEW YORK,0.0,40852,900370914,51621,36061.0,12 E 14TH ST NEW YORK NY 10003-3141,BLACK CANARY INC,A62,6721.0,47573.0,NY,12 E 14TH ST,10003-3141,10003.0,A62
112075,246 W 38TH ST RM 4,NEW YORK,73400.0,140870,132926488,184441,36061.0,246 W 38TH ST NEW YORK NY 10018-9090,TALKING BAND INC,A65,4878.0,156382.0,NY,246 W 38TH ST,10018-9090,10018.0,A65
112290,C/O AKM 230 WEST 41 ST 15TH FL,NEW YORK,19433.0,335166,371492356,454544,36061.0,C/O AKM 230 WEST 41 ST NEW YORK NY 10036-0000,AFRICAN CEREMONIES INC,A23,0.0,335416.0,NY,C/O AKM 230 WEST 41 ST,10036-0000,10036.0,A23
112622,325 NORTH END AVENUE SUITE 5 B,NEW YORK,98785.0,204183,262318845,225230,36061.0,325 NORTH END AVENUE NEW YORK NY 10282-1028,ANIMATION PROJECT INC,A20,40500.0,244683.0,NY,325 NORTH END AVENUE,10282-1028,10282.0,A20
112655,1114 AVENUE OF THE AMERICAS,NEW YORK,6822205.0,4637187,237412428,18045366,36061.0,1114 AVENUE OF THE AMERICAS NEW YORK NY 10036-7703,INTERNATIONAL CENTER OF PHOTOGRAPHY,A40,9646993.0,15732867.0,NY,1114 AVENUE OF THE AMERICAS,10036-7703,10036.0,A40
113054,140 2ND AVE STE 504,NEW YORK,338060.0,227501,222742906,709295,36061.0,140 2ND AVE NEW YORK NY 10003-8384,STEPHEN PETRONIO DANCE COMPANY INC,A62,345275.0,573369.0,NY,140 2ND AVE,10003-8384,10003.0,A62
113150,91 ORCHARD ST,NEW YORK,503067.0,1101075,204874389,1319103,36061.0,91 ORCHARD ST NEW YORK NY 10002-3132,INTERNATIONAL COALITION OF HISTORICSITE MUSEUMS OF CONSCIENCE,A50,13456.0,1114732.0,NY,91 ORCHARD ST,10002-3132,10002.0,A50
113572,211 WEST 61ST STREET,NEW YORK,17375224.0,0,132501829,50016984,36061.0,211 WEST 61ST STREET NEW YORK NY 10023-7832,AMERICAN MUSICAL & DRAMATIC ACADEMY,A6E,51608500.0,51958797.0,NY,211 WEST 61ST STREET,10023-7832,10023.0,A6E
113718,200 EASTERN PKWY,BROOKLYN,15189421.0,43721418,111672743,41481743,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,A51,3383240.0,53564250.0,NY,200 EASTERN PKWY,11238-6052,11238.0,A51
113777,1738 HONE AVE,BRONX,616229.0,1819740,132601303,1354409,36005.0,1738 HONE AVE BRONX NY 10461-1403,BRONX COUNCIL ON THE ARTS INC,A26,21714.0,1841871.0,NY,1738 HONE AVE,10461-1403,10461.0,A26
113785,311 W 43RD ST STE 409,NEW YORK,114322.0,194087,133077443,421323,36061.0,311 W 43RD ST NEW YORK NY 10036-6026,STARET THE DIRECTORS COMPANY INC,A65,323384.0,517862.0,NY,311 W 43RD ST,10036-6026,10036.0,A65
114332,144 E 39TH ST,NEW YORK,608143.0,319427,131623995,1394847,36061.0,144 E 39TH ST NEW YORK NY 10016-0914,ENGLISH SPEAKING UNION OF THE UNITED STATES,A23,214561.0,1003332.0,NY,144 E 39TH ST,10016-0914,10016.0,A23
114471,155 VARICK ST,NEW YORK,0.0,0,200721610,7461,36061.0,155 VARICK ST NEW YORK NY 10013-1106,DOWNTOWN ARTS DEVELOPMENT INC,A40,433.0,436.0,NY,155 VARICK ST,10013-1106,10013.0,A40
114483,134 W 26TH ST RM 4S,NEW YORK,752906.0,8654056,271450809,2371269,36061.0,134 W 26TH ST NEW YORK NY 10001-6803,MUSEUM OF MATHEMATICS,A50,153163.0,8790648.0,NY,134 W 26TH ST,10001-6803,10001.0,A50
114519,219 W 19TH ST,NEW YORK,2249928.0,5372729,136206608,6208354,36061.0,219 W 19TH ST NEW YORK NY 10011-4001,NEW YORK LIVE ARTS INC,A62,1842694.0,7541399.0,NY,219 W 19TH ST,10011-4001,10011.0,A62
114724,C/O R GIRASOLE CPA 7522 13TH AVENUE,BROOKLYN,0.0,0,262748551,174982,36047.0,C/O R GIRASOLE CPA 7522 13TH AVENUE BROOKLYN NY 11228-0000,ITALIAN AMERICAN DIGITAL PROJECT INC,A23,195467.0,196059.0,NY,C/O R GIRASOLE CPA 7522 13TH AVENUE,11228-0000,11228.0,A23
114777,4701 111TH ST,CORONA,6927452.0,14825106,112104059,18494420,36081.0,4701 111TH ST CORONA NY 11368-2950,NEW YORK HALL OF SCIENCE,A57,2811101.0,18662774.0,NY,4701 111TH ST,11368-2950,11368.0,A57
114899,316 E 63RD ST,NEW YORK,1236621.0,779953,132571063,3336471,36061.0,316 E 63RD ST NEW YORK NY 10065-7702,MARTHA GRAHAM CENTER OF CONTEMPORARY DANCE INC,A62,2390339.0,3385606.0,NY,316 E 63RD ST,10065-7702,10065.0,A62
114938,628 5TH AVE,BROOKLYN,0.0,76493,113123626,43926,36047.0,628 5TH AVE BROOKLYN NY 11215-5438,GENERAL PULASKI MEMORIAL PARADE COMMITTEE INC,A23,2286.0,22226.0,NY,628 5TH AVE,11215-5438,11215.0,A23
114987,138 S OXFORD ST,BROOKLYN,60593.0,79602,262183790,276819,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,THEATRE OF THE EMERGING AMERICAN MOMENT,A65,192524.0,284687.0,NY,138 S OXFORD ST,11217-1695,11217.0,A65
115045,815 GERALD AVE,BRONX,0.0,231322,133595348,218081,36005.0,815 GERALD AVE BRONX NY 10451-2350,GRAN PARADA DOMINICANA DE EL BRONX,A23,0.0,231322.0,NY,815 GERALD AVE,10451-2350,10451.0,A23
115232,243 W 30TH ST STE 500,NEW YORK,971025.0,288150,133565438,1442586,36061.0,243 W 30TH ST NEW YORK NY 10001-2812,MANHATTAN NEW MUSIC PROJECT,A68,938325.0,1235217.0,NY,243 W 30TH ST,10001-2812,10001.0,A68
115363,325 WEST END AVENUE,NEW YORK,108762.0,65369,132725580,327141,36061.0,325 WEST END AVENUE NEW YORK NY 10023-8144,SHADOW BOX THEATRE INC,A65,234466.0,306592.0,NY,325 WEST END AVENUE,10023-8144,10023.0,A65
115368,170 W END AVE APT 29D,NEW YORK,0.0,57764,133672768,59892,36061.0,170 W END AVE NEW YORK NY 10023-5402,EBONY ECUMENICAL ENSEMBLE INC,A6C,0.0,57764.0,NY,170 W END AVE,10023-5402,10023.0,A6C
115540,316 E 63RD ST LOWER LEVEL,NEW YORK,363069.0,174617,131834089,732981,36061.0,316 E 63RD ST LOWER LEVEL NEW YORK NY 10065-7702,MARTHA GRAHAM SCHOOL OF CONTEMPORARY DANCE INC,A62,486345.0,730418.0,NY,316 E 63RD ST LOWER LEVEL,10065-7702,10065.0,A62
115578,280 BROADWAY 2ND FLOOR,NEW YORK,933666.0,255959,133314294,2749577,36061.0,280 BROADWAY NEW YORK NY 10007-0000,DANCE NEW AMSTERDAM INC,A62,1916405.0,3866921.0,NY,280 BROADWAY,10007-0000,10007.0,A62
116588,315 W 36TH ST 5F,NEW YORK,1347705.0,3180631,263403018,2695070,36061.0,315 W 36TH ST NEW YORK NY 10018-6404,TEACH FOR CHINA INC,A23,0.0,3180631.0,NY,315 W 36TH ST,10018-6404,10018.0,A23
117170,PO BOX 5112,NEW YORK,230841.0,57444,133411791,669452,36061.0,,BARROW GROUP INC,A65,583274.0,653080.0,NY,,10185-5112,10185.0,A65
117434,C/O DIEGO A LODICO 52-86 72ND ST,MASPETH,0.0,26027,113410211,53360,36081.0,C/O DIEGO A LODICO 52-86 72ND ST MASPETH NY 11378-0000,BELLA ITALIA MIA INC,A23,0.0,42464.0,NY,C/O DIEGO A LODICO 52-86 72ND ST,11378-0000,11378.0,A23
117764,1430 BROADWAY,NEW YORK,0.0,28474,900345199,24312,36061.0,1430 BROADWAY NEW YORK NY 10018-3308,N PLAY INC,A65,0.0,28474.0,NY,1430 BROADWAY,10018-3308,10018.0,A65
117898,420 E 79TH ST,NEW YORK,2773331.0,475708,132792668,7193585,36061.0,420 E 79TH ST NEW YORK NY 10075-1472,USDAN CENTER FOR THE CREATIVE AND PERFORMING ARTS,A6E,6207296.0,6625602.0,NY,420 E 79TH ST,10075-1472,10075.0,A6E
118328,1318 CARROLL ST,BROOKLYN,14800.0,0,208757189,42208,36047.0,1318 CARROLL ST BROOKLYN NY 11213-4208,SMALL WONDER PUPPET THEATRE INC,A65,50032.0,50032.0,NY,1318 CARROLL ST,11213-4208,11213.0,A65
118425,62 CHELSEA PIERS,NEW YORK,356712.0,237856,133258301,809371,36061.0,62 CHELSEA PIERS NEW YORK NY 10011-1015,ICE THEATRE OF NEW YORK,A62,408553.0,798102.0,NY,62 CHELSEA PIERS,10011-1015,10011.0,A62
118483,243 W 98TH ST APT 2B,NEW YORK,14705.0,0,133772154,59010,36061.0,243 W 98TH ST NEW YORK NY 10025-5566,BALLET FOR YOUNG AUDIENCES BALLET REPERTORY LTD OF NEW YORK CITY,A63,60116.0,60116.0,NY,243 W 98TH ST,10025-5566,10025.0,A63
118815,188 LUDLOW ST APT 18J,NEW YORK,121881.0,145640,270469276,227111,36061.0,188 LUDLOW ST NEW YORK NY 10002-1689,QUINTESSENCE THEATRE COMPANY,A65,78119.0,223759.0,NY,188 LUDLOW ST,10002-1689,10002.0,A65
118968,120 BANK ST,NEW YORK,790287.0,89565,133735185,2063959,36061.0,120 BANK ST NEW YORK NY 10014-2126,HERBERT BERGHOF STUDIO INC,A6E,1967417.0,2081316.0,NY,120 BANK ST,10014-2126,10014.0,A6E
119047,120 BANK ST,NEW YORK,54400.0,152890,131999454,199056,36061.0,120 BANK ST NEW YORK NY 10014-2126,H B PLAYWRIGHTS FOUNDATION INC,A65,0.0,161042.0,NY,120 BANK ST,10014-2126,10014.0,A65
119183,139 JACKSON ST APT 2A,BROOKLYN,66500.0,344340,342047561,356325,36047.0,139 JACKSON ST BROOKLYN NY 11211-2551,METROPOLIS ENSEMBLE INC,A6C,70973.0,406651.0,NY,139 JACKSON ST,11211-2551,11211.0,A6C
119446,32 W 72ND ST APT 2B,NEW YORK,0.0,74834,134031810,109450,36061.0,32 W 72ND ST NEW YORK NY 10023-4130,STORM THEATRE INC,A65,40239.0,115106.0,NY,32 W 72ND ST,10023-4130,10023.0,A65
119659,540 W 21ST ST,NEW YORK,412984.0,1118482,133952075,1447574,36061.0,540 W 21ST ST NEW YORK NY 10011-2812,EYEBEAM ATELIER,A40,290519.0,1412770.0,NY,540 W 21ST ST,10011-2812,10011.0,A40
119663,45 MAIN ST STE 728,BROOKLYN,76479.0,217871,113179208,274593,36047.0,45 MAIN ST BROOKLYN NY 11201-1076,JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,A68,93370.0,311247.0,NY,45 MAIN ST,11201-1076,11201.0,A68
119779,30 LINCOLN CTR,NEW YORK,167098298.0,136997727,131624087,317433467,36061.0,30 LINCOLN CTR NEW YORK NY 10023-6922,METROPOLITAN OPERA ASSOCIATION INC,A6A,141279892.0,289158768.0,NY,30 LINCOLN CTR,10023-6922,10023.0,A6A
119990,30 EAST 31ST STREET - 5TH FL,NEW YORK,232693.0,449148,132903944,955072,36061.0,30 EAST 31ST STREET - NEW YORK NY 10016-6825,DANCE RING,A63,493423.0,960945.0,NY,30 EAST 31ST STREET -,10016-6825,10016.0,A63
120469,C/O QUEENS COLLEGE,FLUSHING,174688.0,470511,112106191,522611,36081.0,C/O QUEENS COLLEGE FLUSHING NY 11367-0000,QUEENS SYMPHONY ORCHESTRA INC,A69,13645.0,484466.0,NY,C/O QUEENS COLLEGE,11367-0000,11367.0,A69
120725,1 METROTECH CTR N FL 3,BROOKLYN,6887936.0,3445479,132906037,18576691,36047.0,1 METROTECH CTR N BROOKLYN NY 11201-3873,BIG APPLE CIRCUS LTD,A60,12989458.0,17802495.0,NY,1 METROTECH CTR N,11201-3873,11201.0,A60
121016,536 LAGUARDIA PL,NEW YORK,226689.0,297637,223047700,787115,36061.0,536 LAGUARDIA PL NEW YORK NY 10012-1401,NEW YORK FOUNDATION FOR ARCHITECTURE INC,A40,364704.0,840478.0,NY,536 LAGUARDIA PL,10012-1401,10012.0,A40
121028,475 RIVERSIDE DR STE 1948,NEW YORK,356323.0,383704,136217087,607119,36061.0,475 RIVERSIDE DR NEW YORK NY 10115-1900,ZAMIR CHORAL FOUNDATION INC,A6B,71210.0,506323.0,NY,475 RIVERSIDE DR,10115-1900,10115.0,A6B
121243,43 JANE ST,NEW YORK,5000.0,23237,223942318,52231,36061.0,43 JANE ST NEW YORK NY 10014-5125,DARRAH CARR DANCE INC,A62,30087.0,53324.0,NY,43 JANE ST,10014-5125,10014.0,A62
121452,30 LINCOLN CENTER,NEW YORK,13053.0,4113224,136071129,13032667,36061.0,30 LINCOLN CENTER NEW YORK NY 10023-6922,METROPOLITAN OPERA CENTENNIAL FUND ENDOWMENT TRUST,A6A,0.0,9670127.0,NY,30 LINCOLN CENTER,10023-6922,10023.0,A6A
121474,179 PACIFIC ST,BROOKLYN,738487.0,1149932,113129249,1500026,36047.0,179 PACIFIC ST BROOKLYN NY 11201-6213,BROOKLYN YOUTH CHORUS ACADEMY INC,A6B,458209.0,1643461.0,NY,179 PACIFIC ST,11201-6213,11201.0,A6B
121558,260 5TH AVE FL 2,NEW YORK,1533076.0,219347,132643358,5828348,36061.0,260 5TH AVE NEW YORK NY 10001-6408,THE ONE CLUB FOR ART & COPY,A20,6261849.0,6875232.0,NY,260 5TH AVE,10001-6408,10001.0,A20
121741,980 SIXTH AVENUE NO 401,NEW YORK,422296.0,586070,133786747,1005611,36061.0,980 SIXTH AVENUE NO NEW YORK NY 10018-7820,RUSH PHILANTHROPIC ARTS FOUNDATION,A12,0.0,1507061.0,NY,980 SIXTH AVENUE NO,10018-7820,10018.0,A12
121966,224 WAVERLY PL,NEW YORK,166147.0,411896,113105457,948148,36061.0,224 WAVERLY PL NEW YORK NY 10014-2405,RATTLESTICK PRODUCTIONS INC,A65,540748.0,952785.0,NY,224 WAVERLY PL,10014-2405,10014.0,A65
122158,118 N 11TH STREET FLOOR 3,BROOKLYN,88743.0,93324,113595320,317193,36047.0,118 N 11TH STREET BROOKLYN NY 11249-1914,TRISKELION ARTS-KICK-STANDANCE INC,A62,258605.0,347594.0,NY,118 N 11TH STREET,11249-1914,11249.0,A62
122611,129 W 67TH ST,NEW YORK,3913982.0,2116905,131991118,7847470,36061.0,129 W 67TH ST NEW YORK NY 10023-5915,ELAINE KAUFMAN CULTURAL CENTER-LUCY MOSES SCHOOL FOR MUSIC AND DANCE,A6E,4215128.0,6353226.0,NY,129 W 67TH ST,10023-5915,10023.0,A6E
122684,401 BROADWAY STE 2313,NEW YORK,127295.0,668745,208374608,590259,36061.0,401 BROADWAY NEW YORK NY 10013-3012,US BIENNIAL INC,A25,0.0,722132.0,NY,401 BROADWAY,10013-3012,10013.0,A25
122718,543 WEST 42ND STREET,NEW YORK,3713727.0,6990656,133148295,7653728,36061.0,543 WEST 42ND STREET NEW YORK NY 10036-6216,ALL STARS PROJECT INC,A20,146617.0,6976811.0,NY,543 WEST 42ND STREET,10036-6216,10036.0,A20
122877,138 SOUTH OXFORD STSTE 2B,BROOKLYN,271784.0,0,113589624,971668,36047.0,138 SOUTH OXFORD STSTE BROOKLYN NY 11217-0000,TRILOK FUSION ARTS INC,A60,955985.0,955985.0,NY,138 SOUTH OXFORD STSTE,11217-0000,11217.0,A60
122890,76 9TH AVE STE 537,NEW YORK,3067379.0,5427645,133218253,7116277,36061.0,76 9TH AVE NEW YORK NY 10011-3302,ATLANTIC THEATER COMPANY,A65,4576851.0,10048531.0,NY,76 9TH AVE,10011-3302,10011.0,A65
122997,2 RIVERSIDE DR APT 2C,NEW YORK,99793.0,184750,133789627,230572,36061.0,2 RIVERSIDE DR NEW YORK NY 10023-2524,TEATRO GRATTACIELO,A6A,27126.0,212143.0,NY,2 RIVERSIDE DR,10023-2524,10023.0,A6A
123029,279 STERLING PLACE,BROOKLYN,55500.0,272538,200221451,186001,36047.0,279 STERLING PLACE BROOKLYN NY 11238-4400,BAILEYS CAFE INC,A20,0.0,272538.0,NY,279 STERLING PLACE,11238-4400,11238.0,A20
123849,3RD FLOOR,NEW YORK,124973.0,270145,132894709,395426,36061.0,,PAN ASIAN REPERTORY THEATRE INC,A65,47686.0,361020.0,NY,,10018-0000,10018.0,A65
124848,2ND FLOOR,NEW YORK,167115.0,561760,133919147,406371,36061.0,,GROOVE WITH ME INC,A6E,7602.0,578122.0,NY,,10035-0000,10035.0,A6E
