,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
5063,47 ORCHARD ST,NEW YORK,137404.0,777245,272832354,619830,36061.0,47 ORCHARD ST NEW YORK NY 10002-5414,BIDOUN PROJECTS INC,A23,76996.0,861778.0,NY,47 ORCHARD ST,10002-5414,10002.0,A23
5160,123 W 43RD ST,NEW YORK,921315.0,637808,237296167,3085657,36061.0,123 W 43RD ST NEW YORK NY 10036-0000,TOWN HALL FOUNDATION INC,A12,2445969.0,3095381.0,NY,123 W 43RD ST,10036-0000,10036.0,A12
5267,PO BOX 3216,ASTORIA,0.0,6324,113569761,115516,36081.0,,CROATIAN COMMUNITY OF ASTORIA INC,A23,72565.0,83895.0,NY,,11103-0216,11103.0,A23
5451,11 CARMINE ST APT 2C,NEW YORK,48500.0,23400,132990480,181544,36061.0,11 CARMINE ST NEW YORK NY 10014-6918,R F LECTURE SERIES INC,A20,68957.0,100000.0,NY,11 CARMINE ST,10014-6918,10014.0,A20
5542,419 W 54 STT,NEW YORK,773702.0,328513,510201835,1390450,36061.0,419 W 54 STT NEW YORK NY 10019-0000,SCHOOL FOR STRINGS INC,A6E,1124267.0,1707327.0,NY,419 W 54 STT,10019-0000,10019.0,A6E
5566,217 W 14TH ST APT 3F,NEW YORK,0.0,0,133394302,250043,36061.0,217 W 14TH ST NEW YORK NY 10011-7141,AMERICAN INSTITUTE OF GRAPHIC ARTS,A40,139702.0,276441.0,NY,217 W 14TH ST,10011-7141,10011.0,A40
5787,136 SECOND AVE,NEW YORK,147854.0,659553,141413790,822720,36061.0,136 SECOND AVE NEW YORK NY 10003-8308,UKRAINIAN AMERICAN YOUTH ASSOCIATION INC,A23,565893.0,1278662.0,NY,136 SECOND AVE,10003-8308,10003.0,A23
6088,2090 ADAM CLAYTON POWELL JR BLVD ST,NEW YORK,135288.0,118488,300207085,425206,36061.0,2090 ADAM CLAYTON POWELL JR BLVD ST NEW YORK NY 10027-4990,ROMARE BEARDEN FOUNDATION INC,A51,43250.0,433879.0,NY,2090 ADAM CLAYTON POWELL JR BLVD ST,10027-4990,10027.0,A51
6129,99 KENMARE ST,NEW YORK,208026.0,639528,133525743,746893,36061.0,99 KENMARE ST NEW YORK NY 10012-0000,STOREFRONT FOR ART AND ARCHITECTURE INC,A51,41307.0,877742.0,NY,99 KENMARE ST,10012-0000,10012.0,A51
6140,PO BOX 143,NEW YORK,11984.0,45291,136162820,143635,36061.0,,VILLAGE LIGHT OPERA GROUP LTD,A6A,49212.0,98862.0,NY,,10014-0143,10014.0,A6A
6492,332 BLEECKER ST F10,NEW YORK,0.0,20581,112468118,80443,36061.0,332 BLEECKER ST NEW YORK NY 10014-2980,ARTS PROJECT OF CHERRY GROVE INC,A20,19455.0,74697.0,NY,332 BLEECKER ST,10014-2980,10014.0,A20
6705,SUITE 8B,NEW YORK,979878.0,3269468,131927751,3882000,36061.0,SUITE NEW YORK NY 10038-0000,FOUNDATION FOR JEWISH CULTURE INC,A23,69442.0,3692512.0,NY,SUITE,10038-0000,10038.0,A23
7143,1 LITTLE WEST 12TH STREET,NEW YORK,16500.0,0,271979011,52575,36061.0,1 LITTLE WEST 12TH STREET NEW YORK NY 10014-1302,PHENOMENA PROJECT INC,A40,0.0,0.0,NY,1 LITTLE WEST 12TH STREET,10014-1302,10014.0,A40
7505,312 W 36TH ST FL 1,NEW YORK,226821.0,379457,133741268,734563,36061.0,312 W 36TH ST NEW YORK NY 10018-6494,ABINGDON THEATRE COMPANY,A65,96538.0,732307.0,NY,312 W 36TH ST,10018-6494,10018.0,A65
7522,PO BOX 2883,NEW YORK,30642.0,100612,134096616,276819,36061.0,,MANHATTAN THEATRE SOURCE INCORPORATED,A65,117517.0,218129.0,NY,,10008-2883,10008.0,A65
7619,520 8TH AVE,NEW YORK,221751.0,430976,133686664,402752,36061.0,520 8TH AVE NEW YORK NY 10018-6507,TECTONIC THEATER PROJECT INC,A65,40000.0,479052.0,NY,520 8TH AVE,10018-6507,10018.0,A65
7880,121 W 27TH ST STE 902,NEW YORK,311720.0,339365,237401867,600155,36061.0,121 W 27TH ST NEW YORK NY 10001-0000,INTERSCHOOL ORCHESTRAS OF NY INC,A69,231910.0,745169.0,NY,121 W 27TH ST,10001-0000,10001.0,A69
8230,110 WARREN ST APT B105,BROOKLYN,202289.0,305668,134127500,381086,36047.0,110 WARREN ST BROOKLYN NY 11201-0000,OPENING ACT INC,A25,0.0,332140.0,NY,110 WARREN ST,11201-0000,11201.0,A25
8549,666 GREENWICH ST APT 354,NEW YORK,63576.0,156415,134194508,257818,36061.0,666 GREENWICH ST NEW YORK NY 10014-0000,MUSEUM OF COMIC AND CARTOON ART,A51,122385.0,277244.0,NY,666 GREENWICH ST,10014-0000,10014.0,A51
8648,1 5TH AVE APT 10A,NEW YORK,0.0,0,61733392,2750,36061.0,1 5TH AVE NEW YORK NY 10003-4315,QUIET IN THE LAND INC,A20,378.0,378.0,NY,1 5TH AVE,10003-4315,10003.0,A20
9030,2530 21ST AVE,ASTORIA,110085.0,15921,202113343,216945,36081.0,2530 21ST AVE ASTORIA NY 11105-2922,HAND CRAFTING JUSTICE,A40,0.0,39716.0,NY,2530 21ST AVE,11105-2922,11105.0,A40
9269,490 RIVERSIDE DR,NEW YORK,220234.0,403952,392052123,837530,36061.0,490 RIVERSIDE DR NEW YORK NY 10027-5706,THE RIVERSIDE THEATRE INC,A65,335016.0,744743.0,NY,490 RIVERSIDE DR,10027-5706,10027.0,A65
9332,36 BATTERY PL,NEW YORK,191393.0,486735,133857441,475871,36061.0,36 BATTERY PL NEW YORK NY 10280-1502,AUSCHWITZ JEWISH CENTER FOUNDATION INC,A54,0.0,586659.0,NY,36 BATTERY PL,10280-1502,10280.0,A54
9347,16 GRAMERCY PARK S,NEW YORK,61116.0,0,136107807,75737,36061.0,16 GRAMERCY PARK S NEW YORK NY 10003-1705,HAMPDEN BOOTH THEATRE LIBRARY INC,A50,3603.0,53110.0,NY,16 GRAMERCY PARK S,10003-1705,10003.0,A50
9426,1906 AVENUE R,BROOKLYN,0.0,5000,113511209,111806,36047.0,1906 AVENUE R BROOKLYN NY 11229-3002,CUSTODIANS OF RUSSIAN CULTURE INC,A23,109719.0,115104.0,NY,1906 AVENUE R,11229-3002,11229.0,A23
9919,ROOM-9 CITY HALL,NEW YORK,0.0,550,133360989,95247,36061.0,ROOM-9 CITY HALL NEW YORK NY 10007-0000,THE INNER CIRCLE INC,A65,0.0,169804.0,NY,ROOM-9 CITY HALL,10007-0000,10007.0,A65
9935,555 WEST 42ND STREET,NEW YORK,644426.0,698469,133118488,1720221,36061.0,555 WEST 42ND STREET NEW YORK NY 10036-4300,PEARL THEATRE CO INC,A65,739061.0,1440851.0,NY,555 WEST 42ND STREET,10036-4300,10036.0,A65
10146,432 E 13TH STREET,NEW YORK,101280.0,9140,133676279,189617,36061.0,432 E 13TH STREET NEW YORK NY 10009-3716,AFRO BRAZIL ARTS INC,A62,213798.0,226715.0,NY,432 E 13TH STREET,10009-3716,10009.0,A62
10388,101 LAFAYETTE STREET SUITE 801,NEW YORK,388737.0,553852,133323045,1158860,36061.0,101 LAFAYETTE STREET NEW YORK NY 10013-4165,WORLD MUSIC INSTITUTE INC,A24,491617.0,1045612.0,NY,101 LAFAYETTE STREET,10013-4165,10013.0,A24
10630,235 E 11TH ST,NEW YORK,3827692.0,1807407,135596825,6102445,36061.0,235 E 11TH ST NEW YORK NY 10003-7305,SOCIETY OF THE THIRD STREET MUSIC SCHOOL SETTLEMENT INC,A6E,3986739.0,7031778.0,NY,235 E 11TH ST,10003-7305,10003.0,A6E
10709,253 W 138TH ST,NEW YORK,0.0,477929,132683678,538929,36061.0,253 W 138TH ST NEW YORK NY 10030-2102,NEW HERITAGE REPERTORY THEATRE INC,A65,0.0,478050.0,NY,253 W 138TH ST,10030-2102,10030.0,A65
10739,330 WADSWORTH AVE APT 2G,NEW YORK,111508.0,169770,133674001,193223,36061.0,330 WADSWORTH AVE NEW YORK NY 10040-4137,ANSONIA MUSIC OUTREACH ORGANIZATION INC,A68,2642.0,177524.0,NY,330 WADSWORTH AVE,10040-4137,10040.0,A68
10803,PO BOX 206,BROOKLYN,6000.0,250,133844327,30868,36047.0,,THE JOAN DALIANIS FOUNDATION INC,A12,0.0,4533.0,NY,,11235-0206,11235.0,A12
10911,PO BOX 2103,NEW YORK,0.0,41626,133977887,66947,36061.0,,DANCERS OVER 40 INC,A62,19418.0,61062.0,NY,,10101-0000,10101.0,A62
10985,1958 FULTON ST SUITE 300A,BROOKLYN,0.0,34283,113549224,29293,36047.0,1958 FULTON ST BROOKLYN NY 11233-3104,CENTRAL BROOKLYN JAZZ CONSORTIUM,A6C,0.0,38531.0,NY,1958 FULTON ST,11233-3104,11233.0,A6C
11132,641,NEW YORK,43756.0,85061,133109381,157383,36061.0,,DANCE CONTINUUM INC,A62,68955.0,157928.0,NY,,10010-0000,10010.0,A62
11162,58 7TH AVE,BROOKLYN,1978766.0,640924,111532426,2991537,36047.0,58 7TH AVE BROOKLYN NY 11217-3608,THE BROOKLYN QUEENS CONSERVATORY OF MUSIC,A6E,1890767.0,2592630.0,NY,58 7TH AVE,11217-3608,11217.0,A6E
11183,248 W 60TH ST,NEW YORK,229280.0,0,204712167,510488,36061.0,248 W 60TH ST NEW YORK NY 10023-0000,MANHATTAN YOUTH BALLET INC,A63,385736.0,385736.0,NY,248 W 60TH ST,10023-0000,10023.0,A63
11309,484 W 43RD ST APT 37C,NEW YORK,0.0,79973,203563472,105967,36061.0,484 W 43RD ST NEW YORK NY 10036-6332,AMERICAN MODERN ENSEMBLE,A6C,25655.0,105628.0,NY,484 W 43RD ST,10036-6332,10036.0,A6C
11399,520 8TH AVE RM 328,NEW YORK,134826.0,191282,113586346,424536,36061.0,520 8TH AVE NEW YORK NY 10018-8659,KEEN THEATER COMPANY INC,A65,223579.0,456997.0,NY,520 8TH AVE,10018-8659,10018.0,A65
11452,630 9TH AVE STE 602,NEW YORK,655418.0,144025,134189808,2007478,36061.0,630 9TH AVE NEW YORK NY 10036-4750,WINGSPAN ARTS INC,A61,1777980.0,1905853.0,NY,630 9TH AVE,10036-4750,10036.0,A61
11870,132 W 60TH ST,NEW YORK,4014765.0,799746,131635277,7255431,36061.0,132 W 60TH ST NEW YORK NY 10023-7402,PROFESSIONAL CHILDRENS SCHOOL INC,A6E,6771343.0,7725018.0,NY,132 W 60TH ST,10023-7402,10023.0,A6E
12361,25 CHAPEL STREET SUITE 1124,BROOKLYN,171253.0,255324,132764154,532795,36047.0,25 CHAPEL STREET BROOKLYN NY 11201-1952,MUSICA SACRA INC,A68,363260.0,619360.0,NY,25 CHAPEL STREET,11201-1952,11201.0,A68
12441,568 JEROME ST,BROOKLYN,0.0,68264,270889467,77695,36047.0,568 JEROME ST BROOKLYN NY 11207-5618,ARTS EAST NEW YORK,A20,0.0,68264.0,NY,568 JEROME ST,11207-5618,11207.0,A20
12592,PO BOX 230949,NEW YORK,0.0,76420,133055972,91082,36061.0,,RICHARD WAGNER SOCIETY OF NEW YORK INC,A68,17764.0,98156.0,NY,,10023-0016,10023.0,A68
12799,35 E 75TH ST APT 4E,NEW YORK,204280.0,430744,132923296,747467,36061.0,35 E 75TH ST NEW YORK NY 10021-2762,ALLIANCE FOR THE ARTS INC,A01,0.0,442613.0,NY,35 E 75TH ST,10021-2762,10021.0,A01
13049,115 E 57TH STREET,NEW YORK,397453.0,642825,131606158,1804605,36061.0,115 E 57TH STREET NEW YORK NY 10022-2049,COLLEGIATE CHORALE INC,A6B,681399.0,1565535.0,NY,115 E 57TH STREET,10022-2049,10022.0,A6B
13078,30 3RD AVENUE,BROOKLYN,78036.0,1216307,363046751,1274225,36047.0,30 3RD AVENUE BROOKLYN NY 11217-2385,ROULETTE INTERMEDIUM INC,A60,319178.0,1537599.0,NY,30 3RD AVENUE,11217-2385,11217.0,A60
13083,305 EAST 93RD STREET SUITE 48,NEW YORK,63892.0,341469,208422447,774429,36061.0,305 EAST 93RD STREET NEW YORK NY 10128-6118,BETH MORRISON PROJECTS,A65,559430.0,901048.0,NY,305 EAST 93RD STREET,10128-6118,10128.0,A65
13138,16 E 40TH ST FL 4,NEW YORK,0.0,2165309,262447984,895948,36061.0,16 E 40TH ST NEW YORK NY 10016-0113,THE BOCUSE D OR USA FOUNDATION LTD,A25,12000.0,2185577.0,NY,16 E 40TH ST,10016-0113,10016.0,A25
13447,29 E 4TH ST,NEW YORK,131477.0,119656,237186077,380533,36061.0,29 E 4TH ST NEW YORK NY 10003-7003,OLD MERCHANTS HOUSE OF NEW YORK INC,A54,96726.0,337435.0,NY,29 E 4TH ST,10003-7003,10003.0,A54
13536,232 3RD ST STE E303,BROOKLYN,19688.0,63388,10728746,199772,36047.0,232 3RD ST BROOKLYN NY 11215-2733,UGLY DUCKLING PRESSE LTD,A20,113572.0,176961.0,NY,232 3RD ST,11215-2733,11215.0,A20
13616,1215 5TH AVE,NEW YORK,26659.0,95994,133253232,90495,36061.0,1215 5TH AVE NEW YORK NY 10029-0000,MUSICA DE CAMARA INC,A68,0.0,96034.0,NY,1215 5TH AVE,10029-0000,10029.0,A68
13729,135 WEST 70TH STREET,NEW YORK,0.0,0,201099216,440,36061.0,135 WEST 70TH STREET NEW YORK NY 10023-4462,OFF THE LEESH PRODUCTIONS INC,A65,0.0,4.0,NY,135 WEST 70TH STREET,10023-4462,10023.0,A65
13902,338 EAST 106TH STREET,NEW YORK,18000.0,66380,132615433,135469,36061.0,338 EAST 106TH STREET NEW YORK NY 10029-4833,MANNA HOUSE WORKSHOPS INC,A6E,41777.0,98552.0,NY,338 EAST 106TH STREET,10029-4833,10029.0,A6E
14036,1336 WEST 37TH ST 315,NEW YORK,82757.0,313274,133530544,436068,36061.0,1336 WEST 37TH ST NEW YORK NY 10018-0000,LOTUS FINE ARTS PRODUCTIONS INC,A60,85590.0,446900.0,NY,1336 WEST 37TH ST,10018-0000,10018.0,A60
14301,199 CHAMBERS ST RM S110C,NEW YORK,437184.0,56886,133224400,1113023,36061.0,199 CHAMBERS ST NEW YORK NY 10007-1044,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,A61,1029084.0,1099135.0,NY,199 CHAMBERS ST,10007-1044,10007.0,A61
14923,4419 PURVES ST,LONG IS CITY,389122.0,767381,131669204,1111761,36081.0,4419 PURVES ST LONG IS CITY NY 11101-2907,SCULPTURE CENTER INC,A40,181451.0,1224231.0,NY,4419 PURVES ST,11101-2907,11101.0,A40
14998,890 BROADWAY,NEW YORK,1211403.0,892093,132773475,2799047,36061.0,890 BROADWAY NEW YORK NY 10003-1211,BALLET TECH FOUNDATION INC,A63,1608827.0,2537101.0,NY,890 BROADWAY,10003-1211,10003.0,A63
15140,64 FULTON ST RM 1108,NEW YORK,112392.0,271381,861056388,266970,36061.0,64 FULTON ST NEW YORK NY 10038-0000,NEW YORK CLASSICAL THEATRE INC,A65,0.0,278003.0,NY,64 FULTON ST,10038-0000,10038.0,A65
15424,6122 RIVERDALE AVE 2ND FL,BRONX,64160.0,0,452751206,151851,36005.0,6122 RIVERDALE AVE BRONX NY 10471-1009,KOREAN AMERICAN HERITAGE FOUNDATION INC,A23,106763.0,106763.0,NY,6122 RIVERDALE AVE,10471-1009,10471.0,A23
15430,PO BOX 100163,BROOKLYN,407502.0,669048,116025023,1202899,36047.0,,COLLEGE COMMUNITY SERVICES INC,A60,556820.0,1235616.0,NY,,11210-0163,11210.0,A60
15814,1633 BROADWAY,NEW YORK,673628.0,873205,133716314,1754646,36061.0,1633 BROADWAY NEW YORK NY 10019-6708,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,A6E,1320804.0,2196774.0,NY,1633 BROADWAY,10019-6708,10019.0,A6E
15901,2251 29TH ST,LONG IS CITY,0.0,469931,112931965,487852,36081.0,2251 29TH ST LONG IS CITY NY 11105-2711,FEDERATION OF HELLENIC SOCIETIES OF GREATER NEW YORK INC,A23,0.0,470079.0,NY,2251 29TH ST,11105-2711,11105.0,A23
16126,651 FULTON ST 2ND FLOOR,BROOKLYN,311108.0,466277,112956108,641675,36047.0,651 FULTON ST BROOKLYN NY 11217-1112,KINGS MAJESTIC CORPORATION,A61,3172.0,469960.0,NY,651 FULTON ST,11217-1112,11217.0,A61
16139,70 MULBERRY ST 2ND FL,NEW YORK,152222.0,236871,132968079,385004,36061.0,70 MULBERRY ST NEW YORK NY 10013-4477,H T DANCE COMPANY-CHEN DANCE CENTER,A62,131121.0,384554.0,NY,70 MULBERRY ST,10013-4477,10013.0,A62
16203,PO BOX 1940,NEW YORK,179114.0,344199,237396613,716268,36061.0,,MABOU MINES DEVELOPMENT FOUNDATION INC,A65,342395.0,691804.0,NY,,10009-5782,10009.0,A65
16357,553 W 51ST ST,NEW YORK,455060.0,556337,510244834,1525216,36061.0,553 W 51ST ST NEW YORK NY 10019-5004,AN CLAIDHEAMH SOLUIS INC,A23,325889.0,1620381.0,NY,553 W 51ST ST,10019-5004,10019.0,A23
16519,109 W 27TH ST FL 8,NEW YORK,0.0,31893,133399840,70253,36061.0,109 W 27TH ST NEW YORK NY 10001-6208,THE AMERICAN SPANISH DANCE THEATRE INC,A62,46796.0,78689.0,NY,109 W 27TH ST,10001-6208,10001.0,A62
16980,1515 BROADWAY STE 20TH FLR,NEW YORK,532991.0,3026248,136089816,2525681,36061.0,1515 BROADWAY STE NEW YORK NY 10036-8901,VH1 SAVE THE MUSIC FOUNDATION,A68,0.0,3030452.0,NY,1515 BROADWAY STE,10036-8901,10036.0,A68
17062,204 W 133RD ST,NEW YORK,0.0,101208,133611138,128304,36061.0,204 W 133RD ST NEW YORK NY 10030-3216,HARLEM ARTIST DEVELOPMENT LEAGUE ESPECIALLY FOR YOU,A26,13560.0,114768.0,NY,204 W 133RD ST,10030-3216,10030.0,A26
17245,156 RIVINGTON ST,NEW YORK,19850.0,743979,133171739,62587,36061.0,156 RIVINGTON ST NEW YORK NY 10002-2411,ABC NO RIO INC C/O PETER CRAMER,A25,26298.0,774759.0,NY,156 RIVINGTON ST,10002-2411,10002.0,A25
17619,4004 WHITE PLAINS RD STE BSMNT,BRONX,0.0,0,133675035,15400,36005.0,4004 WHITE PLAINS RD BRONX NY 10466-3004,A FE WE CULTURE,A20,0.0,0.0,NY,4004 WHITE PLAINS RD,10466-3004,10466.0,A20
18248,549 W 52ND ST,NEW YORK,514705.0,621537,237150345,1346434,36061.0,549 W 52ND ST NEW YORK NY 10019-5012,ENSEMBLE STUDIO THEATRE INC,A65,186061.0,759262.0,NY,549 W 52ND ST,10019-5012,10019.0,A65
18703,119 W 57TH ST STE 1401,NEW YORK,129622.0,231507,237443019,469237,36061.0,119 W 57TH ST NEW YORK NY 10019-2400,STECHER AND HOROWITZ FOUNDATION,A6E,16396.0,263364.0,NY,119 W 57TH ST,10019-2400,10019.0,A6E
18732,1000 RICHMOND TERRACE - BUILDING M,STATEN ISLAND,834924.0,977024,237379930,1490544,36085.0,1000 RICHMOND TERRACE - BUILDING M STATEN ISLAND NY 10301-1114,STATEN ISLAND CHILDRENS MUSEUM,A52,520508.0,1540376.0,NY,1000 RICHMOND TERRACE - BUILDING M,10301-1114,10301.0,A52
18906,160 W 71ST STREET,NEW YORK,347600.0,5000,132977843,366281,36061.0,160 W 71ST STREET NEW YORK NY 10023-3937,JAPAN UNITED STATES CONCERT SOCIETY INC,A68,337200.0,342200.0,NY,160 W 71ST STREET,10023-3937,10023.0,A68
19002,110 W 40TH ST RM 1503,NEW YORK,470677.0,2236519,136133041,1073173,36061.0,110 W 40TH ST NEW YORK NY 10018-8517,NEW YORK YOUTH SYMPHONY INC,A69,164270.0,2511511.0,NY,110 W 40TH ST,10018-8517,10018.0,A69
19008,3RD FLOOR,BROOKLYN,222458.0,444709,134192400,950182,36047.0,,INTERNATIONAL CONTEMPORARY ENSEMBLE FOUNDATION INC,A6C,351661.0,831935.0,NY,,11232-0000,11232.0,A6C
19210,233 NORMAN AVE STE 309,BROOKLYN,179032.0,116251,204485651,440612,36047.0,233 NORMAN AVE BROOKLYN NY 11222-6428,SO PERCUSSION INC,A68,358473.0,479805.0,NY,233 NORMAN AVE,11222-6428,11222.0,A68
19257,400 CENTRAL PARK WEST SUITE 14,NEW YORK,245316.0,7705,271623781,625477,36061.0,400 CENTRAL PARK WEST NEW YORK NY 10025-5880,GELSEY KIRKLAND ACADEMY OF CLASSICAL BALLET,A6E,382252.0,407891.0,NY,400 CENTRAL PARK WEST,10025-5880,10025.0,A6E
19534,461 5TH AVE FL 15,NEW YORK,0.0,83061,136034060,359242,36061.0,461 5TH AVE NEW YORK NY 10017-7719,PEOPLES SYMPHONY CONCERTS,A69,229240.0,412570.0,NY,461 5TH AVE,10017-7719,10017.0,A69
19891,530 W 25TH ST STE 406,NEW YORK,0.0,9449,113349655,67834,36061.0,530 W 25TH ST NEW YORK NY 10001-5546,NEW CENTURY ARTISTS INC,A40,60245.0,69694.0,NY,530 W 25TH ST,10001-5546,10001.0,A40
19892,551 GRAND STREET,NEW YORK,3167397.0,4298977,132665475,6392610,36061.0,551 GRAND STREET NEW YORK NY 10002-4282,PAUL TAYLOR DANCE FOUNDATION INC,A62,2414696.0,6752125.0,NY,551 GRAND STREET,10002-4282,10002.0,A62
19932,568 GRAND STREET APT J-2001,NEW YORK,0.0,76328,134101767,123205,36061.0,568 GRAND STREET NEW YORK NY 10002-0000,IBLA FOUNDATION,A60,39718.0,116046.0,NY,568 GRAND STREET,10002-0000,10002.0,A60
20467,33-00 NORTHERN BLVD 3RD FL,LONG ISLAND CITY,130497.0,227038,810551712,344629,36081.0,33-00 NORTHERN BLVD LONG ISLAND CITY NY 11101-2221,FRIENDS OF MATERIALS FOR THE ARTS INC,A40,110635.0,346285.0,NY,33-00 NORTHERN BLVD,11101-2221,11101.0,A40
20654,383 KINGSTON AVE 248,BROOKLYN,35500.0,230464,113310069,316242,36047.0,383 KINGSTON AVE BROOKLYN NY 11213-0000,BAIS CHANA WOMEN INTERNATIONAL INC,A20,86888.0,317352.0,NY,383 KINGSTON AVE,11213-0000,11213.0,A20
20672,645 ST NICHOLAS AVENUE,NEW YORK,2017624.0,1761204,132552500,3284328,36061.0,645 ST NICHOLAS AVENUE NEW YORK NY 10030-1001,HARLEM SCHOOL OF THE ARTS INC,A25,1157534.0,3070032.0,NY,645 ST NICHOLAS AVENUE,10030-1001,10030.0,A25
20717,PO BOX 3592,NEW YORK,0.0,17880,61600686,24862,36061.0,,TEXTILE STUDY GROUP OF NEW YORK,A40,436.0,22617.0,NY,,10163-3592,10163.0,A40
20731,520 EIGHTH AVE 3RD FLOOR SUITE 307,NEWYORK,124593.0,328866,582400427,509108,36061.0,520 EIGHTH AVE 3RD FLOOR NEWYORK NY 10018-6507,PROSPECT THEATER COMPANY INC,A65,201154.0,554230.0,NY,520 EIGHTH AVE 3RD FLOOR,10018-6507,10018.0,A65
20875,2 E 79TH ST,NEW YORK,10980.0,103562,131832391,650230,36061.0,2 E 79TH ST NEW YORK NY 10075-0106,UKRAINIAN INSTITUTE OF AMERICA INC,A23,38420.0,1028182.0,NY,2 E 79TH ST,10075-0106,10075.0,A23
20934,2935 BEACH CHANNEL DR,FAR ROCKAWAY,0.0,4716,112791043,0,36081.0,2935 BEACH CHANNEL DR FAR ROCKAWAY NY 11691-1919,ANAKAWONA CULTURAL ASSOCIATION INC,A23,0.0,4716.0,NY,2935 BEACH CHANNEL DR,11691-1919,11691.0,A23
21005,2804 THIRD AVE,BRONX,0.0,0,133869493,626546,36005.0,2804 THIRD AVE BRONX NY 10455-4000,NATIONAL PUERTO RICAN DAY PARADE INC,A23,461363.0,461363.0,NY,2804 THIRD AVE,10455-4000,10455.0,A23
21234,119 W 57TH ST STE 1215,NEW YORK,19180.0,173867,136103602,443891,36061.0,119 W 57TH ST NEW YORK NY 10019-2400,NEW YORK CHORAL SOCIETY INC,A6B,196393.0,377751.0,NY,119 W 57TH ST,10019-2400,10019.0,A6B
21302,435 BUSHWICK AVE,BROOKLYN,0.0,6493,113613828,0,36047.0,435 BUSHWICK AVE BROOKLYN NY 11206-3730,DOMINICAN PARADE OF BROOKLYN INC,A23,0.0,6493.0,NY,435 BUSHWICK AVE,11206-3730,11206.0,A23
21883,167 W 89TH ST,NEW YORK,1996361.0,5636800,132685755,4912658,36061.0,167 W 89TH ST NEW YORK NY 10024-1901,BALLET HISPANICO OF NEW YORK,A62,1586459.0,7466441.0,NY,167 W 89TH ST,10024-1901,10024.0,A62
22116,67 WEST STREET UNIT 315,NEW YORK,607643.0,816935,133522283,1545426,36061.0,67 WEST STREET UNIT NEW YORK NY 10006-0000,PERFORMANCE SPACE 122 INC,A60,578928.0,1397656.0,NY,67 WEST STREET UNIT,10006-0000,10006.0,A60
22387,333 W 52ND ST STE 600,NEW YORK,323105.0,1016016,133240366,1878929,36061.0,333 W 52ND ST NEW YORK NY 10019-6238,NEW YORK POPS INC,A69,692306.0,1714348.0,NY,333 W 52ND ST,10019-6238,10019.0,A69
22581,585 E 187TH ST,BRONX,309251.0,254305,132999528,592434,36005.0,585 E 187TH ST BRONX NY 10458-6701,BRONX DANCE THEATRE INC,A62,332547.0,586852.0,NY,585 E 187TH ST,10458-6701,10458.0,A62
22655,PO BOX 10183,STATEN ISLAND,69073.0,253091,450476945,320624,36085.0,,SUNDOG THEATER INC,A65,126747.0,380390.0,NY,,10301-0183,10301.0,A65
22682,3302 SKILLMAN AVE FL 1,LONG IS CITY,1531546.0,279831,136277895,5216539,36081.0,3302 SKILLMAN AVE LONG IS CITY NY 11101-2337,HOSPITAL AUDIENCES INC,A20,4958787.0,5250515.0,NY,3302 SKILLMAN AVE,11101-2337,11101.0,A20
22989,850 SEVENTH AVENUE SUITE 700,NEW YORK,127066.0,478869,133213510,576989,36061.0,850 SEVENTH AVENUE NEW YORK NY 10019-5230,BRIDGEHAMPTON CHAMBER MUSIC ASSOCIATES INC,A68,123778.0,594450.0,NY,850 SEVENTH AVENUE,10019-5230,10019.0,A68
23168,3 LAFAYETTE AVE,BROOKLYN,2614192.0,1444541,133577394,5861717,36047.0,3 LAFAYETTE AVE BROOKLYN NY 11217-1415,DISCALCED INC,A62,3599837.0,5307727.0,NY,3 LAFAYETTE AVE,11217-1415,11217.0,A62
23643,ST MARKS CHURCH IN-THE-BOWERY,NEW YORK,448320.0,1026280,133320972,1149702,36061.0,ST MARKS CHURCH IN-THE-BOWERY NEW YORK NY 10003-0000,DANSPACE PROJECT INC,A61,164820.0,1193897.0,NY,ST MARKS CHURCH IN-THE-BOWERY,10003-0000,10003.0,A61
23948,589 BROADWAY 3RD FLOOR,NEW YORK,313004.0,453404,133477104,492046,36061.0,589 BROADWAY NEW YORK NY 10012-3231,ART BEYOND SIGHT INC,A25,38173.0,497526.0,NY,589 BROADWAY,10012-3231,10012.0,A25
24080,246 W 38TH ST RM 4,NEW YORK,94933.0,95550,133773381,275852,36061.0,246 W 38TH ST NEW YORK NY 10018-9090,ZGD INC,A62,161913.0,257468.0,NY,246 W 38TH ST,10018-9090,10018.0,A62
24275,PO BOX 756,NEW YORK,144433.0,338346,237212492,308789,36061.0,,INTERNATIONAL ARTS RELATIONS INC,A23,12857.0,361403.0,NY,,10108-0756,10108.0,A23
24294,147 W 72ND ST APT 2C,NEW YORK,0.0,279,651309240,52798,36061.0,147 W 72ND ST NEW YORK NY 10023-3201,MAIEUTIC THEATRE WORKS,A65,51427.0,51706.0,NY,147 W 72ND ST,10023-3201,10023.0,A65
